ORDER ID,PRODUCT ID,QUANTITY,UNIT PRICE,DISCOUNT_PCT,SALES AMOUNT
O0297,P001,4,6957,0,27828
O0298,P027,3,3527,0.1,9522.9
O0298,P020,1,4578,0.05,4349.1
O0298,P032,1,6990,0,6990
O0299,P018,4,5724,0,22896
O0300,P012,1,7840,0,7840
O0300,P013,2,4027,0.1,7248.6
O0300,P017,4,8645,0,34580
O0300,P025,1,3413,0,3413
O0301,P007,4,7044,0.05,26767.2
O0301,P034,3,3442,0,10326
O0301,P014,1,3463,0.15,2943.55
O0301,P031,1,5219,0.05,4958.05
O0302,P020,2,4578,0,9156
O0302,P013,2,4027,0.1,7248.6
O0302,P024,3,8678,0,26034
O0302,P004,2,3199,0.05,6078.1
O0303,P026,2,7443,0,14886
O0304,P038,4,305,0.15,1037
O0305,P024,2,8678,0,17356
O0305,P006,4,5741,0,22964
O0306,P004,1,3199,0,3199
O0306,P023,4,5438,0,21752
O0306,P010,3,933,0.15,2379.15
O0307,P029,4,5708,0.05,21690.4
O0307,P013,2,4027,0.05,7651.3
O0307,P002,1,2831,0.1,2547.9
O0308,P036,2,3150,0.15,5355
O0308,P019,2,2188,0.15,3719.6
O0308,P035,3,6510,0.05,18553.5
O0308,P032,4,6990,0.05,26562
O0309,P005,2,705,0.1,1269
O0309,P034,3,3442,0.05,9809.7
O0310,P030,4,2340,0,9360
O0310,P001,1,6957,0.15,5913.45
O0310,P033,3,5143,0.15,13114.65
O0311,P021,4,4648,0,18592
O0311,P005,4,705,0.15,2397
O0312,P040,3,5578,0.1,15060.6
O0312,P019,3,2188,0,6564
O0313,P034,1,3442,0,3442
O0314,P012,2,7840,0,15680
O0314,P003,4,4177,0,16708
O0315,P003,4,4177,0.1,15037.2
O0316,P004,1,3199,0,3199
O0316,P024,2,8678,0.1,15620.4
O0316,P015,1,4863,0.1,4376.7
O0317,P024,4,8678,0.05,32976.4
O0318,P040,3,5578,0.15,14223.9
O0319,P005,3,705,0,2115
O0320,P034,1,3442,0,3442
O0320,P007,4,7044,0,28176
O0321,P034,2,3442,0.15,5851.4
O0321,P016,4,4872,0,19488
O0322,P030,2,2340,0,4680
O0322,P028,4,1445,0.15,4913
O0322,P007,3,7044,0,21132
O0323,P023,4,5438,0.1,19576.8
O0323,P021,3,4648,0.15,11852.4
O0323,P036,2,3150,0.15,5355
O0323,P024,2,8678,0.1,15620.4
O0324,P024,1,8678,0,8678
O0324,P029,3,5708,0.15,14555.4
O0324,P026,1,7443,0.15,6326.55
O0325,P020,3,4578,0,13734
O0325,P001,2,6957,0.05,13218.3
O0326,P018,2,5724,0,11448
O0327,P030,3,2340,0,7020
O0328,P017,2,8645,0,17290
O0328,P024,3,8678,0.05,24732.3
O0329,P037,4,5229,0.15,17778.6
O0330,P005,4,705,0,2820
O0330,P021,4,4648,0.15,15803.2
O0331,P039,3,3742,0,11226
O0332,P006,4,5741,0.1,20667.6
O0332,P004,1,3199,0,3199
O0332,P022,1,7418,0.1,6676.2
O0332,P023,1,5438,0.05,5166.1
O0333,P021,2,4648,0.05,8831.2
O0334,P010,4,933,0.1,3358.8
O0334,P004,1,3199,0,3199
O0335,P019,3,2188,0,6564
O0335,P026,4,7443,0.15,25306.2
O0335,P010,1,933,0.15,793.05
O0335,P009,4,2070,0.05,7866
O0336,P026,4,7443,0,29772
O0337,P031,2,5219,0.1,9394.2
O0337,P036,4,3150,0.15,10710
O0338,P036,2,3150,0,6300
O0338,P040,1,5578,0.05,5299.1
O0339,P021,4,4648,0.1,16732.8
O0339,P037,3,5229,0.05,14902.65
O0339,P006,2,5741,0.05,10907.9
O0339,P008,3,4364,0.15,11128.2
O0340,P020,2,4578,0.05,8698.2
O0341,P040,2,5578,0,11156
O0341,P010,3,933,0,2799
O0341,P029,1,5708,0,5708
O0341,P003,1,4177,0,4177
O0342,P019,3,2188,0,6564
O0342,P001,3,6957,0.1,18783.9
O0343,P002,2,2831,0,5662
O0343,P022,3,7418,0.15,18915.9
O0343,P014,4,3463,0.15,11774.2
O0343,P035,2,6510,0,13020
O0344,P038,2,305,0,610
O0344,P034,3,3442,0,10326
O0344,P003,3,4177,0,12531
O0344,P017,4,8645,0,34580
O0345,P025,3,3413,0.05,9727.05
O0346,P002,3,2831,0.1,7643.7
O0347,P025,1,3413,0.05,3242.35
O0347,P033,4,5143,0.15,17486.2
O0348,P012,2,7840,0.15,13328
O0349,P036,3,3150,0.05,8977.5
O0349,P002,4,2831,0.1,10191.6
O0349,P003,2,4177,0,8354
O0349,P016,3,4872,0.05,13885.2
O0350,P020,3,4578,0,13734
O0350,P016,3,4872,0.1,13154.4
O0350,P033,1,5143,0.15,4371.55
O0351,P015,4,4863,0,19452
O0351,P010,1,933,0.1,839.7
O0351,P022,2,7418,0.1,13352.4
O0352,P037,4,5229,0.05,19870.2
O0352,P010,3,933,0.1,2519.1
O0353,P014,2,3463,0,6926
O0353,P009,3,2070,0.15,5278.5
O0354,P028,2,1445,0.05,2745.5
O0354,P010,1,933,0.15,793.05
O0355,P012,3,7840,0,23520
O0356,P021,4,4648,0.1,16732.8
O0357,P029,2,5708,0,11416
O0357,P018,2,5724,0,11448
O0357,P010,1,933,0.15,793.05
O0358,P039,2,3742,0.15,6361.4
O0358,P037,2,5229,0,10458
O0358,P040,1,5578,0.05,5299.1
O0359,P031,2,5219,0.15,8872.3
O0360,P024,4,8678,0,34712
O0360,P012,2,7840,0,15680
O0360,P025,2,3413,0,6826
O0360,P032,4,6990,0,27960
O0361,P027,2,3527,0,7054
O0361,P015,2,4863,0.1,8753.4
O0361,P013,4,4027,0.05,15302.6
O0362,P016,4,4872,0.05,18513.6
O0362,P028,4,1445,0.15,4913
O0362,P026,1,7443,0.15,6326.55
O0362,P003,1,4177,0.1,3759.3
O0363,P003,4,4177,0,16708
O0363,P016,4,4872,0.15,16564.8
O0363,P034,1,3442,0,3442
O0363,P035,3,6510,0.1,17577
O0364,P020,4,4578,0.05,17396.4
O0364,P019,1,2188,0.15,1859.8
O0364,P030,2,2340,0.1,4212
O0364,P011,4,3943,0,15772
O0365,P012,2,7840,0.1,14112
O0366,P021,4,4648,0.15,15803.2
O0366,P029,2,5708,0.1,10274.4
O0366,P002,1,2831,0.05,2689.45
O0366,P012,3,7840,0,23520
O0367,P006,1,5741,0.1,5166.9
O0368,P006,2,5741,0.1,10333.8
O0368,P034,4,3442,0,13768
O0368,P025,2,3413,0.05,6484.7
O0369,P011,2,3943,0,7886
O0369,P010,4,933,0.05,3545.4
O0370,P029,1,5708,0,5708
O0370,P019,2,2188,0,4376
O0370,P012,3,7840,0,23520
O0371,P032,4,6990,0,27960
O0371,P035,2,6510,0.15,11067
O0371,P001,4,6957,0.1,25045.2
O0371,P039,4,3742,0.1,13471.2
O0372,P039,1,3742,0,3742
O0373,P040,1,5578,0,5578
O0373,P036,2,3150,0,6300
O0373,P014,3,3463,0,10389
O0374,P003,3,4177,0.05,11904.45
O0374,P037,1,5229,0,5229
O0375,P027,2,3527,0,7054
O0376,P040,2,5578,0.1,10040.4
O0376,P039,3,3742,0,11226
O0376,P037,1,5229,0.05,4967.55
O0377,P024,4,8678,0.15,29505.2
O0377,P025,1,3413,0.05,3242.35
O0377,P005,4,705,0,2820
O0378,P018,3,5724,0.15,14596.2
O0379,P034,1,3442,0.15,2925.7
O0379,P014,1,3463,0.1,3116.7
O0379,P040,3,5578,0.1,15060.6
O0379,P004,3,3199,0.05,9117.15
O0380,P009,4,2070,0.15,7038
O0380,P040,4,5578,0.1,20080.8
O0380,P037,2,5229,0.15,8889.3
O0381,P019,1,2188,0,2188
O0381,P013,1,4027,0.1,3624.3
O0382,P014,4,3463,0.1,12466.8
O0383,P022,3,7418,0.15,18915.9
O0384,P001,3,6957,0.05,19827.45
O0384,P013,1,4027,0.05,3825.65
O0385,P033,1,5143,0,5143
O0385,P036,3,3150,0.05,8977.5
O0385,P021,4,4648,0.15,15803.2
O0386,P012,2,7840,0.05,14896
O0387,P031,4,5219,0,20876
O0387,P003,4,4177,0.15,14201.8
O0387,P009,3,2070,0.1,5589
O0388,P004,3,3199,0.15,8157.45
O0388,P034,1,3442,0,3442
O0388,P020,3,4578,0.05,13047.3
O0388,P037,1,5229,0,5229
O0389,P002,2,2831,0.15,4812.7
O0389,P022,4,7418,0,29672
O0389,P025,1,3413,0.05,3242.35
O0390,P003,1,4177,0.1,3759.3
O0390,P018,2,5724,0.05,10875.6
O0390,P027,4,3527,0.05,13402.6
O0391,P034,2,3442,0,6884
O0391,P020,3,4578,0,13734
O0392,P006,1,5741,0.1,5166.9
O0392,P029,2,5708,0,11416
O0393,P031,3,5219,0,15657
O0393,P034,1,3442,0.15,2925.7
O0393,P020,2,4578,0,9156
O0394,P030,4,2340,0.15,7956
O0395,P001,3,6957,0,20871
O0396,P022,4,7418,0,29672
O0397,P034,3,3442,0,10326
O0398,P014,2,3463,0.05,6579.7
O0398,P021,3,4648,0.15,11852.4
O0398,P013,3,4027,0.1,10872.9
O0399,P018,2,5724,0,11448
O0400,P008,1,4364,0,4364
O0400,P001,3,6957,0.15,17740.35
O0400,P040,3,5578,0.05,15897.3
O0401,P019,2,2188,0,4376
O0401,P037,1,5229,0.05,4967.55
O0402,P035,2,6510,0,13020
O0402,P029,4,5708,0,22832
O0402,P004,1,3199,0.1,2879.1
O0403,P006,4,5741,0.1,20667.6
O0404,P039,4,3742,0.15,12722.8
O0404,P038,3,305,0.05,869.25
O0405,P013,4,4027,0.15,13691.8
O0405,P035,2,6510,0,13020
O0405,P006,4,5741,0,22964
O0406,P020,2,4578,0,9156
O0406,P030,3,2340,0.05,6669
O0406,P031,4,5219,0,20876
O0406,P015,3,4863,0.05,13859.55
O0407,P032,1,6990,0.05,6640.5
O0407,P002,4,2831,0.1,10191.6
O0407,P005,2,705,0.05,1339.5
O0407,P031,3,5219,0.15,13308.45
O0408,P033,4,5143,0,20572
O0408,P007,3,7044,0.15,17962.2
O0409,P020,4,4578,0.1,16480.8
O0410,P016,4,4872,0.1,17539.2
O0410,P040,1,5578,0.05,5299.1
O0410,P036,2,3150,0.15,5355
O0410,P011,4,3943,0.1,14194.8
O0411,P035,1,6510,0.15,5533.5
O0411,P016,4,4872,0,19488
O0411,P012,4,7840,0.05,29792
O0412,P029,2,5708,0.05,10845.2
O0413,P005,3,705,0.1,1903.5
O0413,P039,1,3742,0,3742
O0413,P007,2,7044,0,14088
O0413,P025,1,3413,0,3413
O0414,P029,3,5708,0.1,15411.6
O0414,P035,4,6510,0,26040
O0415,P021,3,4648,0.1,12549.6
O0415,P020,3,4578,0,13734
O0416,P040,4,5578,0,22312
O0417,P004,1,3199,0,3199
O0417,P024,3,8678,0,26034
O0417,P036,3,3150,0,9450
O0418,P028,4,1445,0.05,5491
O0418,P038,4,305,0.1,1098
O0419,P028,4,1445,0,5780
O0419,P035,2,6510,0.15,11067
O0419,P014,4,3463,0.05,13159.4
O0419,P012,4,7840,0,31360
O0420,P009,1,2070,0,2070
O0420,P001,4,6957,0.1,25045.2
O0420,P005,2,705,0,1410
O0421,P027,4,3527,0.15,11991.8
O0421,P030,2,2340,0.1,4212
O0422,P036,2,3150,0,6300
O0422,P029,4,5708,0.15,19407.2
O0422,P025,1,3413,0.15,2901.05
O0422,P023,4,5438,0,21752
O0423,P027,3,3527,0,10581
O0423,P035,1,6510,0.15,5533.5
O0423,P037,4,5229,0.05,19870.2
O0424,P038,4,305,0,1220
O0425,P034,4,3442,0.15,11702.8
O0425,P018,1,5724,0.15,4865.4
O0426,P016,4,4872,0,19488
O0427,P040,1,5578,0.1,5020.2
O0427,P004,4,3199,0.15,10876.6
O0427,P022,4,7418,0.15,25221.2
O0428,P027,3,3527,0,10581
O0428,P023,1,5438,0.15,4622.3
O0428,P019,3,2188,0.15,5579.4
O0429,P004,2,3199,0.15,5438.3
O0429,P031,1,5219,0.05,4958.05
O0429,P038,1,305,0.05,289.75
O0430,P006,3,5741,0.05,16361.85
O0430,P009,2,2070,0.15,3519
O0430,P033,3,5143,0.05,14657.55
O0430,P005,3,705,0,2115
O0431,P039,2,3742,0.15,6361.4
O0432,P029,2,5708,0.05,10845.2
O0432,P024,2,8678,0.1,15620.4
O0433,P034,3,3442,0,10326
O0433,P003,2,4177,0.15,7100.9
O0434,P032,4,6990,0,27960
O0434,P027,4,3527,0,14108
O0435,P037,1,5229,0.05,4967.55
O0435,P023,1,5438,0,5438
O0436,P030,4,2340,0.05,8892
O0436,P026,4,7443,0.15,25306.2
O0437,P025,3,3413,0,10239
O0437,P031,4,5219,0,20876
O0438,P029,1,5708,0,5708
O0438,P025,3,3413,0.1,9215.1
O0438,P021,3,4648,0.05,13246.8
O0439,P018,4,5724,0.1,20606.4
O0439,P007,2,7044,0.15,11974.8
O0439,P017,2,8645,0.15,14696.5
O0440,P012,1,7840,0,7840
O0440,P021,1,4648,0,4648
O0440,P036,4,3150,0,12600
O0441,P029,3,5708,0,17124
O0442,P017,1,8645,0.15,7348.25
O0442,P013,1,4027,0,4027
O0442,P003,2,4177,0.15,7100.9
O0443,P008,1,4364,0.15,3709.4
O0444,P025,2,3413,0,6826
O0444,P037,2,5229,0.05,9935.1
O0445,P030,4,2340,0.05,8892
O0445,P005,3,705,0,2115
O0445,P018,1,5724,0.05,5437.8
O0446,P025,4,3413,0.05,12969.4
O0447,P017,3,8645,0,25935
O0448,P005,4,705,0,2820
O0448,P032,4,6990,0,27960
O0448,P013,2,4027,0.15,6845.9
O0448,P040,4,5578,0,22312
O0449,P029,3,5708,0,17124
O0450,P005,1,705,0.15,599.25
O0451,P029,2,5708,0,11416
O0451,P002,1,2831,0.1,2547.9
O0451,P032,3,6990,0,20970
O0452,P026,4,7443,0.1,26794.8
O0452,P037,4,5229,0.1,18824.4
O0452,P001,1,6957,0.15,5913.45
O0453,P001,4,6957,0,27828
O0453,P025,3,3413,0.05,9727.05
O0454,P026,3,7443,0.15,18979.65
O0454,P004,3,3199,0,9597
O0454,P006,4,5741,0.05,21815.8
O0455,P012,1,7840,0.1,7056
O0455,P036,2,3150,0.05,5985
O0456,P007,4,7044,0,28176
O0456,P023,2,5438,0,10876
O0456,P032,2,6990,0,13980
O0456,P006,2,5741,0.1,10333.8
O0457,P005,4,705,0,2820
O0457,P035,1,6510,0.05,6184.5
O0457,P020,1,4578,0.05,4349.1
O0457,P032,1,6990,0.1,6291
O0458,P014,4,3463,0.15,11774.2
O0459,P038,1,305,0,305
O0459,P015,2,4863,0.1,8753.4
O0460,P031,1,5219,0,5219
O0461,P001,1,6957,0.05,6609.15
O0461,P012,1,7840,0.1,7056
O0462,P038,1,305,0,305
O0462,P005,4,705,0.15,2397
O0463,P005,4,705,0.05,2679
O0463,P013,4,4027,0.05,15302.6
O0464,P037,2,5229,0.05,9935.1
O0465,P003,2,4177,0.05,7936.3
O0465,P038,1,305,0,305
O0466,P010,3,933,0.15,2379.15
O0466,P027,2,3527,0.1,6348.6
O0466,P011,2,3943,0.15,6703.1
O0467,P009,1,2070,0.15,1759.5
O0468,P011,1,3943,0,3943
O0468,P002,2,2831,0,5662
O0468,P032,3,6990,0.1,18873
O0468,P006,4,5741,0,22964
O0469,P010,4,933,0.1,3358.8
O0469,P018,2,5724,0,11448
O0470,P039,2,3742,0.1,6735.6
O0471,P020,3,4578,0.1,12360.6
O0472,P036,2,3150,0,6300
O0473,P034,1,3442,0.15,2925.7
O0474,P035,4,6510,0,26040
O0474,P033,3,5143,0,15429
O0474,P015,2,4863,0,9726
O0475,P031,2,5219,0,10438
O0475,P032,1,6990,0,6990
O0476,P019,3,2188,0.05,6235.8
O0476,P014,4,3463,0,13852
O0476,P028,1,1445,0,1445
O0477,P011,4,3943,0.15,13406.2
O0477,P002,1,2831,0,2831
O0478,P029,3,5708,0.1,15411.6
O0478,P038,2,305,0.05,579.5
O0479,P008,2,4364,0,8728
O0479,P021,2,4648,0.1,8366.4
O0480,P025,1,3413,0.1,3071.7
O0480,P015,4,4863,0,19452
O0481,P010,2,933,0.1,1679.4
O0481,P014,3,3463,0,10389
O0481,P040,4,5578,0,22312
O0481,P030,3,2340,0.05,6669
O0482,P022,1,7418,0.15,6305.3
O0482,P009,1,2070,0.05,1966.5
O0483,P008,4,4364,0.1,15710.4
O0483,P030,2,2340,0.05,4446
O0484,P019,2,2188,0.15,3719.6
O0484,P039,2,3742,0.15,6361.4
O0485,P006,4,5741,0,22964
O0485,P027,4,3527,0.1,12697.2
O0486,P001,2,6957,0.05,13218.3
O0486,P028,4,1445,0.15,4913
O0486,P016,2,4872,0.15,8282.4
O0487,P037,4,5229,0,20916
O0487,P001,1,6957,0.1,6261.3
O0488,P028,4,1445,0.1,5202
O0489,P029,4,5708,0,22832
O0490,P036,1,3150,0.1,2835
O0491,P009,3,2070,0,6210
O0491,P023,1,5438,0,5438
O0492,P020,1,4578,0.1,4120.2
O0492,P011,4,3943,0,15772
O0492,P030,4,2340,0,9360
O0492,P037,3,5229,0.1,14118.3
O0493,P005,4,705,0.05,2679
O0494,P019,4,2188,0.05,8314.4
O0495,P006,3,5741,0,17223
O0495,P040,3,5578,0,16734
O0496,P025,3,3413,0.1,9215.1
O0497,P024,3,8678,0,26034
O0498,P036,2,3150,0,6300
O0499,P016,4,4872,0.15,16564.8
O0499,P035,2,6510,0,13020
O0499,P008,3,4364,0.05,12437.4
O0500,P033,1,5143,0,5143
O0500,P028,3,1445,0.05,4118.25
O0500,P018,4,5724,0.1,20606.4
